Mouse gene name	Gene name
Ppp2r2a	PPP2R2A
Vsig4	VSIG4
Srsf5	SRSF5
Pigg	PIGG
Mettl21c	METTL21C
Ftcd	FTCD
Ercc5	ERCC5
Onecut2	ONECUT2
Itga11	ITGA11
Nars	NARS1
Jade3	JADE3
Aldh1a1	ALDH1A1
Aldh1a7	ALDH1A1
Slc10a2	SLC10A2
Gata5	GATA5
Foxr2	FOXR2
Lbp	LBP
Il17d	IL17D
Slc9a7	SLC9A7
Hlcs	HLCS
Ube2d1	UBE2D1
Ggact	GGACT
Fut8	FUT8
Slitrk5	SLITRK5
Kcne1	KCNE1
Atp8b1	ATP8B1
Atp11a	ATP11A
Fam217b	FAM217B
Hacd3	HACD3
Ice1	ICE1
1110059E24Rik	C9orf85
Gdf10	GDF10
Entpd4	ENTPD4
Entpd4b	ENTPD4
Col6a1	COL6A1
Rbl1	RBL1
Mageh1	MAGEH1
Dgkk	DGKK
Slc28a3	SLC28A3
Mir122	MIR122
Alpk2	ALPK2
Acr	ACR
Adamts16	ADAMTS16
Nrp1	NRP1
Foxb2	FOXB2
Pgm5	PGM5
Gm24453	SNORA108
Gm22516	SNORA50B
Gm55812	
Oxgr1	OXGR1
Gm23293	RNU6-219P
Gm26468	RNU6-219P
Gm22208	RNU6-219P
Gm24919	RNU6-219P
Pir	PIR
Commd6	COMMD6
Ptprm	PTPRM
Slc2a9	SLC2A9
Olig2	OLIG2
Psat1	PSAT1
Edn3	EDN3
Spidr	SPIDR
Trmu	TRMU
Olig1	OLIG1
Mrpl36	MRPL36
Fastkd3	FASTKD3
Tff3	TFF3
Eda2r	EDA2R
Rec114	REC114
Thsd1	THSD1
Axin1	AXIN1
Idnk	IDNK
Vps36	VPS36
Tbc1d21	TBC1D21
Ero1a	ERO1A
Dhx15	DHX15
Rasef	RASEF
Cysltr1	CYSLTR1
Adrm1b	ADRM1
Adrm1	ADRM1
Umodl1	UMODL1
Adcy2	ADCY2
Nmrk1	NMRK1
Atp6ap2	ATP6AP2
Ckap2	CKAP2
Nptn	NPTN
Abca3	ABCA3
Phf20	PHF20
Polr1e	POLR1E
Cpz	CPZ
Naa30	NAA30
Marchf11	MARCHF11
Fem1b	FEM1B
Clec14a	CLEC14A
Uncx	UNCX
L3mbtl4	L3MBTL4
Get4	GET4
Irx4	IRX4
Sugt1	SUGT1
Golm1	GOLM1
Stk32b	STK32B
Rgs6	RGS6
Pml	PML
Gramd4	GRAMD4
Usp25	USP25
Plxdc2	PLXDC2
Ints1	INTS1
Snord110	SNORD110
Gata6	GATA6
Gm23187	SNORD86
Gm23650	SNORD56
Celsr1	CELSR1
Snord57	SNORD57
Gm26442	RNU1-131P
Gm54559	RN7SKP111
Gm26214	RNU6-1257P
Gm54867	5_8S_rRNA
Gm54867	5_8S_rRNA
Gm56351	RNU1-23P
Zic2	ZIC2
Gm22827	RNU6-937P
Gm24465	RNU6-639P
Gm55795	Y_RNA
Sema5a	SEMA5A
St8sia5	ST8SIA5
Gm23641	RNU6-347P
Gm55920	SNORA71
Gm26003	SNORA71
Gm55920	SNORA71A
Gm26003	SNORA71A
Gm23925	SNORA71D
Gm22608	RNU6-147P
Zic5	ZIC5
Msx1	MSX1
Gm24464	RNU6-929P
Lnx2	LNX2
Mir1a-1	MIR1-1
Mir133a-2	MIR133A2
Gm56090	RN7SKP33
Tut7	TUT7
Rbpjl	RBPJL
Gsx1	GSX1
Cytl1	CYTL1
Gm25698	RNU6-73P
Pdx1	PDX1
Arhgap28	ARHGAP28
Polr1d	POLR1D
Trmt44	TRMT44
Smim22	SMIM22
Sdc4	SDC4
Jcad	JCAD
Radil	RADIL
Bid	BID
Sys1	SYS1
Lig4	LIG4
Spag6	SPAG6
Myo10	MYO10
Drd5	DRD5
Ldb2	LDB2
Clybl	CLYBL
Zfand2a	ZFAND2A
Tmem204	TMEM204
Trp53tg5	TP53TG5
Itgbl1	ITGBL1
Tyrp1	TYRP1
Anks3	ANKS3
Krtap8-1	KRTAP8-1
Npepl1	NPEPL1
Krtap7-1	KRTAP7-1
Krtap11-1	KRTAP11-1
Creld2	CRELD2
Sod1	SOD1
Mios	MIOS
Relch	RELCH
Gna14	GNA14
Marchf8	MARCHF8
Slc16a2	SLC16A2
Zfand5	ZFAND5
Dop1b	DOP1B
Supt20	SUPT20H
Maged2	MAGED2
Gm56457	
Gm56458	
Dkk1	DKK1
Meox2	MEOX2
Hmx1	HMX1
Nelfcd	NELFCD
Kif5b	KIF5B
Fam20c	FAM20C
Carnmt1	CARNMT1
Klf8	KLF8
Slc20a2	SLC20A2
Adgra3	ADGRA3
Foxk1	FOXK1
Zbtb5	ZBTB5
3110082I17Rik	C7orf50
Naa35	NAA35
Lipi	LIPI
Parvb	PARVB
Krtap10-4	KRTAP10-9
Gm9507	KRTAP10-9
Gm9639	KRTAP10-9
Gm10318	KRTAP10-9
Gm3233	KRTAP10-9
Gm3250	KRTAP10-9
Gm3238	KRTAP10-9
Gm19668	KRTAP10-9
Gm7137	KRTAP10-9
Gm49918	KRTAP10-9
Gm9736	KRTAP10-9
Gm19402	KRTAP10-9
Krtap10-10	KRTAP10-9
Gm3285	KRTAP10-9
Gm7138	KRTAP10-9
Gm9508	KRTAP10-9
Gm36176	KRTAP10-9
Gm18596	KRTAP10-9
Gm4559	KRTAP10-9
Krtap5-2	KRTAP10-9
Gm40460	KRTAP10-9
Gm45618	KRTAP10-9
Gm10142	KRTAP10-9
Gm10100	KRTAP10-9
Gm10024	KRTAP10-9
Gm10272	KRTAP10-9
Krtap12-1	KRTAP10-9
Fgf16	FGF16
Prmt2	PRMT2
Sh2d4a	SH2D4A
Cpxcr1	CPXCR1
Zfp532	ZNF532
Foxd4	FOXD4L3
Hdac8	HDAC8
Card19	CARD19
Unkl	UNKL
Iqch	IQCH
Sun1	SUN1
Pnma2	PNMA2
0610040J01Rik	C4orf19
Gmds	GMDS
Nmt2	NMT2
Ostf1	OSTF1
Mtrr	MTRR
Tbc1d19	TBC1D19
Tubb1	TUBB1
Arhgdig	ARHGDIG
BC031181	C18orf32
Zc3h7b	ZC3H7B
Atp5f1e	ATP5F1E
Lyn	LYN
Apcdd1	APCDD1
Prelid3b	PRELID3B
Napg	NAPG
Ift140	IFT140
Exoc2	EXOC2
Tef	TEF
Ptpn21	PTPN21
Frmd3	FRMD3
Gdf5	GDF5
Tob2	TOB2
6430550D23Rik	C20orf173
Phf5a	PHF5A
Ccar1	CCAR1
Aldh1a2	ALDH1A2
Gm56453	RNU6-759P
Polr3h	POLR3H
Sntg1	SNTG1
Syndig1l	SYNDIG1L
Fitm2	FITM2
Tmx1	TMX1
Socs6	SOCS6
Ttpal	TTPAL
Cemip2	CEMIP2
Fam50b	FAM50B
Cfap90	CFAP90
Esco1	ESCO1
Eef1e1	EEF1E1
Pmm1	PMM1
Serinc3	SERINC3
Glyr1	GLYR1
Snrpd1	SNRPD1
Bloc1s5	BLOC1S5
Abhd3	ABHD3
Nup155	NUP155
Cipc	CIPC
Ppargc1a	PPARGC1A
Desi1	DESI1
Erg	ERG
Pkig	PKIG
Tmem170b	TMEM170B
Xrcc6	XRCC6
Neo1	NEO1
Gm22588	
Kdsr	KDSR
Rtraf	RTRAF
Gm4131	C13orf42
Nbea	NBEA
Gadd45g	GADD45G
D030056L22Rik	C9orf40
Kdm1b	KDM1B
Saraf	SARAF
Tldc2	TLDC2
Tmod1	TMOD1
Vps4b	VPS4B
Akap6	AKAP6
Oser1	OSER1
Cdip1	CDIP1
Jph2	JPH2
Krtap10-4	KRTAP10-4
Gm9507	KRTAP10-4
Gm9639	KRTAP10-4
Gm10318	KRTAP10-4
Gm3233	KRTAP10-4
Gm3250	KRTAP10-4
Gm3238	KRTAP10-4
Gm19668	KRTAP10-4
Gm7137	KRTAP10-4
Gm49918	KRTAP10-4
Gm9736	KRTAP10-4
Gm19402	KRTAP10-4
Krtap10-10	KRTAP10-4
Gm3285	KRTAP10-4
Gm7138	KRTAP10-4
Gm9508	KRTAP10-4
Gm36176	KRTAP10-4
Gm18596	KRTAP10-4
Krtap1-4	KRTAP10-4
Krtap9-3	KRTAP10-4
Krtap1-3	KRTAP10-4
Krtap2-4	KRTAP10-4
Gm11937	KRTAP10-4
Gm11938	KRTAP10-4
Gm11562	KRTAP10-4
Krtap9-5	KRTAP10-4
Gm4559	KRTAP10-4
Krtap5-2	KRTAP10-4
Gm40460	KRTAP10-4
Gm45618	KRTAP10-4
Gm10142	KRTAP10-4
Gm10100	KRTAP10-4
Gm10024	KRTAP10-4
Gm10272	KRTAP10-4
Krtap12-1	KRTAP10-4
Trpm2	TRPM2
Srsf6	SRSF6
Hemgn	HEMGN
Setdb2	SETDB2
Ica1	ICA1
Bmp6	BMP6
Cyp7b1	CYP7B1
Phf11d	PHF11
Phf11a	PHF11
Phf11b	PHF11
Phf11c	PHF11
Ift52	IFT52
Serpinb5	SERPINB5
Ubqln1	UBQLN1
Txndc5	TXNDC5
Slit2	SLIT2
Car8	CA8
Mybl2	MYBL2
Fbxl7	FBXL7
Bcl2	BCL2
Sstr1	SSTR1
Ankrd26	ANKRD62
Potegl	ANKRD62
Ankrd36	ANKRD62
Ccdc144b	ANKRD62
Poteg	ANKRD62
Rnf122	RNF122
Gtsf1l	GTSF1L
Xylt1	XYLT1
Cep128	CEP128
Gm5150	SIRPB1
Sirpa	SIRPB1
Sirpd	SIRPB1
Sirpb1c	SIRPB1
Sirpb1b	SIRPB1
Sirpb1a	SIRPB1
Hdgfl1	HDGFL1
Spef2	SPEF2
Foxq1	FOXQ1
Rnf182	RNF182
Gm24128	RNU6-324P
Cidea	CIDEA
Tex10	TEX10
Uprt	UPRT
Adcy9	ADCY9
Zmat4	ZMAT4
Snu13	SNU13
Rpp40	RPP40
Zwint	ZWINT
Rcbtb1	RCBTB1
Otor	OTOR
Tubb6	TUBB6
Srxn1	SRXN1
Dtd1	DTD1
Hscb	HSCB
Crispld1	CRISPLD1
Ska3	SKA3
Grin3a	GRIN3A
Hmg20a	HMG20A
Osbpl2	OSBPL2
Mrpl57	MRPL57
Hdx	HDX
Armh4	ARMH4
Comt	COMT
Micu2	MICU2
Cylc2	CYLC2
Nutm2	NUTM2A
Dek	DEK
Rpa3	RPA3
Nfil3	NFIL3
Tmem38b	TMEM38B
Zfp422	ZNF22
Gm26446	RNU6-59P
Hs3st4	HS3ST4
Fgf9	FGF9
Anxa11	ANXA11
Nrde2	NRDE2
Nxph1	NXPH1
Cyp1a2	CYP1A2
Tmc5	TMC5
Barx1	BARX1
Alg5	ALG5
Pabpc5	PABPC5
Papolb	PAPOLB
Arl13a	ARL13A
R3hcc1	R3HCC1
C1galt1	C1GALT1
Slc27a2	SLC27A2
Ccdc85c	CCDC85C
Brwd3	BRWD3
Fam210a	FAM210A
Ap5z1	AP5Z1
Cfap95	CFAP95
Exosc8	EXOSC8
Stmnd1	STMND1
Ireb2	IREB2
Rnmt	RNMT
B3galt5	B3GALT5
Arvcf	ARVCF
Mok	MOK
Ninj1	NINJ1
Pex2	PEX2
Eda	EDA
Hivep1	HIVEP1
Prxl2a	PRXL2A
Chm	CHM
Mcm3ap	MCM3AP
Vps13a	VPS13A
Gfod1	GFOD1
2300009A05Rik	C15orf61
Ndufa4	NDUFA4
Zfhx4	ZFHX4
Zfr	ZFR
Nrsn1	NRSN1
Hcn4	HCN4
Tango2	TANGO2
Scin	SCIN
Minpp1	MINPP1
Pof1b	POF1B
Edc3	EDC3
Emilin2	EMILIN2
Jarid2	JARID2
R3hdml	R3HDML
Rims4	RIMS4
Enox1	ENOX1
Myl12a	MYL12A
Tfam	TFAM
Klhl4	KLHL4
Sel1l3	SEL1L3
Clvs1	CLVS1
Trim27	TRIM27
Mir124a-3	MIR124-3
Ythdf1	YTHDF1
Micall2	MICALL2
Ccdc122	CCDC122
Birc7	BIRC7
Armc1	ARMC1
Lacc1	LACC1
Grid1	GRID1
Myl12b	MYL12B
Crebbp	CREBBP
Lamp1	LAMP1
Map2k5	MAP2K5
Ybey	YBEY
Nkain4	NKAIN4
Zbed5	SCAND3
Dsc3	DSC3
Magee1	MAGEE1
Slc38a9	SLC38A9
Grtp1	GRTP1
Pbdc1	PBDC1
Edn1	EDN1
Tcl1b2	TCL1B
Tcl1b5	TCL1B
Tcl1b1	TCL1B
Tcl1b4	TCL1B
Tcl1b3	TCL1B
Commd8	COMMD8
Cox19	COX19
Tecpr2	TECPR2
Myof	MYOF
Arfgap1	ARFGAP1
Xkr9	XKR9
Dcun1d2	DCUN1D2
Rtl3	RTL3
2610028H24Rik	C21orf58
Dsc1	DSC1
Slain2	SLAIN2
Tbx22	TBX22
Rbm24	RBM24
Npy	NPY
Gm23405	RNU1-16P
Pag1	PAG1
Tmco3	TMCO3
Tgif2lx2	TGIF2LX
Tgif2lx1	TGIF2LX
Arl4a	ARL4A
Plpp2	PLPP2
Ociad2	OCIAD2
Dsg1a	DSG1
Dsg1c	DSG1
Dsg1b	DSG1
Nbdy	NBDY
Gpr146	GPR146
Ssr1	SSR1
Sh3bgrl	SH3BGRL
Sulf1	SULF1
Prps1l1	PRPS1L1
Mir185	MIR185
Gm25968	RNU6-167P
Psma8	PSMA8
Mir3618	MIR3618
Mir1306	MIR1306
Npvf	NPVF
Gm25777	SNORA77B
Tfdp1	TFDP1
Zdhhc8	ZDHHC8
Psmc1	PSMC1
Misp	MISP
Cpvl	CPVL
Trmt2b	TRMT2B
Rps15a	RPS15A
Rell1	RELL1
Dip2a	DIP2A
Ppp4r1	PPP4R1
Adprhl1	ADPRHL1
Ptger2	PTGER2
Ccdc188	CCDC188
Wdr19	WDR19
Cdh10	CDH10
Hira	HIRA
Bms1	BMS1
Adamts7	ADAMTS7
Tex13b	TEX13B
Tex13a	TEX13B
Zc3h13	ZC3H13
Foxf2	FOXF2
Magee2	MAGEE2
Nek5	NEK5
Sox4	SOX4
Cdkal1	CDKAL1
Gpx8	GPX8
Dcdc2a	DCDC2
Xk	XK
Ccser2	CCSER2
Atg2b	ATG2B
Abca7	ABCA7
Isl1	ISL1
Arhgap6	ARHGAP6
Id4	ID4
Psma4	PSMA4
Xpo4	XPO4
Adap1	ADAP1
Rgs11	RGS11
Kif13a	KIF13A
Ank	ANKH
Nfatc1	NFATC1
Rps6ka5	RPS6KA5
D6Wsu163e	C12orf4
Hs3st1	HS3ST1
Reep3	REEP3
Ufd1	UFD1
Mycbp2	MYCBP2
Ppwd1	PPWD1
Tll2	TLL2
Mamdc2	MAMDC2
Arid3a	ARID3A
Gm23977	RNU6-994P
Gm23552	RNU6-994P
Gm24676	RNU6-994P
Gm24712	RNU6-994P
Gm22621	RNU6-994P
Gm24072	RNU6-994P
Atg4a-ps	ATG4A
Atg4a	ATG4A
Chrna4	CHRNA4
Mphosph8	MPHOSPH8
Gabrb1	GABRB1
Rad23b	RAD23B
Nrbf2	NRBF2
Kcna5	KCNA5
Dydc1	DYDC1
Sbno2	SBNO2
Ighv2-6-8	IGHV4-34
Ighv3-5	IGHV4-34
Ighv2-4	IGHV4-34
Ighv2-9	IGHV4-34
Ighv2-3	IGHV4-34
Ighv3-4	IGHV4-34
Ighv2-2	IGHV4-34
Ighv3-6	IGHV4-34
Ighv3-3	IGHV4-34
Ighv2-7	IGHV4-34
Ighv3-1	IGHV4-34
Ighv3-8	IGHV4-34
Ighv12-3	IGHV4-34
Ighv2-6	IGHV4-34
Ighv2-9-1	IGHV4-34
Ighv2-5	IGHV4-34
Pspc1	PSPC1
Corin	CORIN
Wdfy2	WDFY2
Glrx5	GLRX5
Gart	GART
Ak7	AK7
Lmx1b	LMX1B
Mfap5	MFAP5
Mkks	MKKS
A830018L16Rik	C8orf34
Fbxo4	FBXO4
Cdc45	CDC45
Cyp26c1	CYP26C1
Ppdpf	PPDPF
Rassf4	RASSF4
Ppp1r13b	PPP1R13B
Ptk6	PTK6
Fndc11	FNDC11
Scnn1b	SCNN1B
Gm23039	RNU1-94P
Pdrg1	PDRG1
Dapk1	DAPK1
Npr3	NPR3
Lmo7	LMO7
Xkr7	XKR7
Car3	CA3
Awat2	AWAT2
Ccm2l	CCM2L
C2cd4c	C2CD4C
Cplx3	CPLX3
Onecut3	ONECUT3
Psmd10	PSMD10
Plagl2	PLAGL2
Golga2	GOLGA6A
Grin3b	GRIN3B
Hnf4g	HNF4G
Pik3ap1	PIK3AP1
Mapre1	MAPRE1
Cnn2	CNN2
Ulk3	ULK3
Procr	PROCR
Hspb3	HSPB3
Bpnt2	BPNT2
Golga5	GOLGA5
Fst	FST
Lrch2	LRCH2
Gsdme	GSDME
Rbis	RBIS
Apbb1ip	APBB1IP
Mmp24	MMP24
Mgrn1	MGRN1
Tmem260	TMEM260
Mrps30	MRPS30
Fundc1	FUNDC1
Fam83c	FAM83C
Ccnb3	CCNB3
Gm5150	SIRPA
Sirpa	SIRPA
Sirpd	SIRPA
Sirpb1c	SIRPA
Sirpb1b	SIRPA
Sirpb1a	SIRPA
Ghr	GHR
Clec4e	CLEC4E
Clock	CLOCK
Pou3f4	POU3F4
Kat6b	KAT6B
Dsn1	DSN1
Fam236e	FAM236C
Fam236f	FAM236C
P2ry10	P2RY10
Rimklb	RIMKLB
Stau2	STAU2
Zfp78	KRBOX4
Septin5	SEPTIN5
Osbpl3	OSBPL3
Palm	PALM
Etv6	ETV6
Trappc8	TRAPPC8
Efnb1	EFNB1
Clec1a	CLEC1A
Galc	GALC
Donson	DONSON
Cylc1	CYLC1
Ripply1	RIPPLY1
Clec9a	CLEC9A
S1pr4	S1PR4
Ncln	NCLN
Lrp6	LRP6
1810030O07Rik	CXorf38
Cdh9	CDH9
Dcaf8l	DCAF8L1
Spin4	SPIN4
Dcaf12l1	DCAF12L2
Dcaf12l2	DCAF12L2
Gp1bb	GP1BB
Otud6a	OTUD6A
Gnb1l	GNB1L
Cenpc1	CENPC
Thoc2	THOC2
Tpmt	TPMT
Zbtb46	ZBTB46
Tmem50b	TMEM50B
Adamts12	ADAMTS12
Cspg4	CSPG4
Slc9a8	SLC9A8
Tstd2	TSTD2
Cabyr	CABYR
Gdap1l1	GDAP1L1
Rtn4r	RTN4R
Lipc	LIPC
Cage1	CAGE1
Dgcr6	DGCR6L
Gdf3	GDF3
Brinp1	BRINP1
Bdkrb1	BDKRB1
Gabarapl1	GABARAPL1
Txnrd2	TXNRD2
Il10rb	IL10RB
Mcidas	MCIDAS
Cdca4	CDCA4
Plppr1	PLPPR1
Ighv2-6-8	IGHV4-28
Ighv3-5	IGHV4-28
Ighv2-4	IGHV4-28
Ighv2-9	IGHV4-28
Ighv2-3	IGHV4-28
Ighv3-4	IGHV4-28
Ighv2-2	IGHV4-28
Ighv3-6	IGHV4-28
Ighv3-3	IGHV4-28
Ighv2-7	IGHV4-28
Ighv3-1	IGHV4-28
Ighv3-8	IGHV4-28
Ighv12-3	IGHV4-28
Ighv2-6	IGHV4-28
Ighv2-9-1	IGHV4-28
Ighv2-5	IGHV4-28
Vsx1	VSX1
Apba3	APBA3
Syt17	SYT17
Tecrl	TECRL
Ighv7-1	IGHV3-15
Ighv7-2	IGHV3-15
Ighv7-3	IGHV3-15
Ighv13-2	IGHV3-15
Ighv7-4	IGHV3-15
Ncbp1	NCBP1
Lgmn	LGMN
Ifngr2	IFNGR2
Stoml1	STOML1
Tjp3	TJP3
Cdh18	CDH18
Tpte	TPTE2
Myl9	MYL9
Slc46a3	SLC46A3
Scnn1g	SCNN1G
Tgif2	TGIF2
Foxc1	FOXC1
Slc34a2	SLC34A2
Nhlrc1	NHLRC1
Pomp	POMP
Cdyl	CDYL
Anxa1	ANXA1
Vps26c	VPS26C
Sla2	SLA2
Hs3st2	HS3ST2
Tnfsf11	TNFSF11
Mrps26	MRPS26
Rai14	RAI14
Lama3	LAMA3
Tmc7	TMC7
Avp	AVP
Itm2a	ITM2A
Ttc3	TTC3
Ubox5	UBOX5
Tpp2	TPP2
Mocs1	MOCS1
Ap4e1	AP4E1
Ddrgk1	DDRGK1
Klrd1	KLRD1
Spata31	SPATA31A6
Calb1	CALB1
Gcnt1	GCNT1
Alg11	ALG11
Magea13	MAGEC2
Itpa	ITPA
Ccnk	CCNK
Smim24	SMIM24
Slitrk4	SLITRK4
Dnaja1	DNAJA1
Tnrc6a	TNRC6A
Nap1l2	NAP1L2
Htatsf1	HTATSF1
Jsrp1	JSRP1
Gm49336	NUP58
Znrf4	ZNRF4
Sult1b1	SULT1B1
Nfic	NFIC
Unc5cl	UNC5CL
Snx13	SNX13
Magohb	MAGOHB
Necab1	NECAB1
Clba1	CLBA1
Tspo2	TSPO2
Igbp1	IGBP1
Tle1	TLE1
N4bp2l2	N4BP2L2
Mboat1	MBOAT1
Kctd8	KCTD8
Mylip	MYLIP
Olr1	OLR1
Setd3	SETD3
Sdad1	SDAD1
Gm25716	RNU6-384P
Id1	ID1
Wdr44	WDR44
Cox4i2	COX4I2
Gem	GEM
Riok1	RIOK1
Atp8b4	ATP8B4
Tpx2	TPX2
Mmp16	MMP16
Snx29	SNX29
Asb6	ASB6
Clec4d	CLEC4D
Itgb2	ITGB2
Itgb2l	ITGB2
Kctd20	KCTD20
Gas1	GAS1
Polr3e	POLR3E
Fgd3	FGD3
Ybx3	YBX3
Prdm14	PRDM14
C1qtnf9	C1QTNF9
Klhl7	KLHL7
Pwwp3b	PWWP3B
Lrrc63	LRRC63
Fabp5	FABP5
Ahnak2	AHNAK2
Panx2	PANX2
Pcdh20	PCDH20
Zfp318	ZNF318
Cinp	CINP
Sap18	SAP18
Sap18b	SAP18
Ranbp3	RANBP3
Brs3	BRS3
Trabd	TRABD
Asb12	ASB12
Mylk2	MYLK2
Tollip	TOLLIP
Amer1	AMER1
Loxl1	LOXL1
Ighv1-61	IGHV1-24
Ighv1-49	IGHV1-24
Ighv1-64	IGHV1-24
Ighv1-39	IGHV1-24
Ighv1-63	IGHV1-24
Ighv1-66	IGHV1-24
Ighv1-42	IGHV1-24
Ighv1-36	IGHV1-24
Ighv1-59	IGHV1-24
Ighv1-54	IGHV1-24
Ighv1-15	IGHV1-24
Ighv1-19	IGHV1-24
Ighv1-4	IGHV1-24
Ighv1-47	IGHV1-24
Ighv15-2	IGHV1-24
Ighv1-56	IGHV1-24
Ighv14-1	IGHV1-24
Ighv14-4	IGHV1-24
Ighv1-58	IGHV1-24
Ighv14-3	IGHV1-24
Ighv1-72	IGHV1-24
Ighv1-71	IGHV1-24
Ighv1-76	IGHV1-24
Ighv1-69	IGHV1-24
Ighv1-62-1	IGHV1-24
Ighv1-80	IGHV1-24
Ighv1-12	IGHV1-24
Ighv1-31	IGHV1-24
Ighv1-74	IGHV1-24
Ighv1-62-2	IGHV1-24
Ighv14-2	IGHV1-24
Ighv1-53	IGHV1-24
Ighv1-78	IGHV1-24
Ighv1-20	IGHV1-24
Ighv1-9	IGHV1-24
Ighv1-67	IGHV1-24
Ighv1-55	IGHV1-24
Ighv1-5	IGHV1-24
Ighv1-43	IGHV1-24
Ighv1-22	IGHV1-24
Ighv1-34	IGHV1-24
Ighv1-62-3	IGHV1-24
Ighv1-18	IGHV1-24
Ighv1-81	IGHV1-24
Ighv1-50	IGHV1-24
Ighv1-26	IGHV1-24
Ighv1-16	IGHV1-24
Ighv1-84	IGHV1-24
Ighv1-85	IGHV1-24
Ighv1-24	IGHV1-24
Ighv1-11	IGHV1-24
Ighv1-7	IGHV1-24
Ighv1-37	IGHV1-24
Ighv1-82	IGHV1-24
Ighv1-75	IGHV1-24
Ighv1-52	IGHV1-24
Ighv1-23	IGHV1-24
Ighv1-77	IGHV1-24
Zic3	ZIC3
Ttc7b	TTC7B
Daam2	DAAM2
Igdcc4	IGDCC4
Cabs1	CABS1
Magea13	MAGEC3
Foxs1	FOXS1
Atp12a	ATP12A
Bcl2l1	BCL2L1
Ptpro	PTPRO
Cox7b2	COX7B2
Tubgcp6	TUBGCP6
Rnf17	RNF17
Pdp1	PDP1
Cmc4	CMC4
Invs	INVS
Ahr	AHR
Kiz	KIZ
Muc5b	MUC5B
Lman1l	LMAN1L
Shroom3	SHROOM3
Magea13	MAGEA8
Trpa1	TRPA1
Ids	IDS
Gpr68	GPR68
Mmut	MMUT
Zfp9	ZNF25
Igha	IGHA1
Tram2	TRAM2
Twist1	TWIST1
Kcnk13	KCNK13
Malsu1	MALSU1
Hdac10	HDAC10
Wnt7a	WNT7A
Stk38	STK38
Ighv8-9	IGHV2-26
Ighv8-6	IGHV2-26
Ighv8-2	IGHV2-26
Ighv8-12	IGHV2-26
Ighv8-5	IGHV2-26
Ighv8-13	IGHV2-26
Ighv8-4	IGHV2-26
Ighv8-8	IGHV2-26
Ighv8-11	IGHV2-26
Dydc2	DYDC2
Mns1	MNS1
Tdp1	TDP1
4921507P07Rik	SPMIP4
Klf3	KLF3
Arhgef7	ARHGEF7
Brsk2	BRSK2
Ubald1	UBALD1
Pgk2	PGK2
Galk2	GALK2
Cd83	CD83
Chl1	CHL1
Marchf5	MARCHF5
Evc2	EVC2
Smc2	SMC2
Nod1	NOD1
Gm55831	RNU6-192P
Cdh17	CDH17
Ovol2	OVOL2
Mat1a	MAT1A
Tbc1d22b	TBC1D22B
Arl6ip1	ARL6IP1
Snord17	SNORD17
Elovl5	ELOVL5
Mgme1	MGME1
Ldoc1	LDOC1
Mtcp1	MTCP1
Cpeb3	CPEB3
Sgsm2	SGSM2
Sp4	SP4
Pet117	PET117
Magea13	MAGEA11
Lamp5	LAMP5
Krtap26-1	KRTAP26-1
Krtap27-1	KRTAP27-1
Gng7	GNG7
Exoc6	EXOC6
Rnf8	RNF8
Krtap15	KRTAP15-1
Cdh12	CDH12
Itgb8	ITGB8
Gpr50	GPR50
Gm1141	PASD1
Psmf1	PSMF1
Yju2	YJU2
Krtap14	KRTAP13-3
Gm26224	SNORD74B
Gna15	GNA15
Mir99a	MIR99A
Mirlet7c-1	MIRLET7C
Tiam1	TIAM1
Igsf1	IGSF1
Fgf10	FGF10
Neto2	NETO2
Cenpq	CENPQ
Safb	SAFB
Nsmaf	NSMAF
Igf2bp3	IGF2BP3
Runx2	RUNX2
Gnal	GNAL
Snph	SNPH
Rab3c	RAB3C
Lin54	LIN54
Susd3	SUSD3
Sdcbp2	SDCBP2
4833420G17Rik	C5orf34
Siah1b	SIAH1
Siah1a	SIAH1
Ighv2-6-8	IGHV4-31
Ighv3-5	IGHV4-31
Ighv2-4	IGHV4-31
Ighv2-9	IGHV4-31
Ighv2-3	IGHV4-31
Ighv3-4	IGHV4-31
Ighv2-2	IGHV4-31
Ighv3-6	IGHV4-31
Ighv3-3	IGHV4-31
Ighv2-7	IGHV4-31
Ighv3-1	IGHV4-31
Ighv3-8	IGHV4-31
Ighv12-3	IGHV4-31
Ighv2-6	IGHV4-31
Ighv2-9-1	IGHV4-31
Ighv2-5	IGHV4-31
Rpl10l	RPL10L
Ankfy1	ANKFY1
Actr10	ACTR10
Nr6a1	NR6A1
Bicc1	BICC1
Emb	EMB
Mettl22	METTL22
Chrna3	CHRNA3
Dync1li1	DYNC1LI1
Treml4	TREML4
Elovl7	ELOVL7
Ramp3	RAMP3
Btrc	BTRC
Snx21	SNX21
Mtdh	MTDH
Crisp2	CRISP2
Glcci1	GLCCI1
Rnf138	RNF138
Sh3bgr	SH3BGR
Pop1	POP1
Itga1	ITGA1
Stom	STOM
Dnaaf4	DNAAF4
Mep1b	MEP1B
Zswim3	ZSWIM3
Cdca7l	CDCA7L
Pltp	PLTP
Gskip	GSKIP
Gk2	GK2
Zzef1	ZZEF1
Nudt9	NUDT9
4930590J08Rik	C3orf20
Qprt	QPRT
Galnt18	GALNT18
Pkhd1	PKHD1
Gatd3a	GATD3
Loxhd1	LOXHD1
Syk	SYK
Pnma6e	PNMA6F
Gm45015	PNMA6F
Rmdn3	RMDN3
Eola1	EOLA2
